step,n_found,recall
1,1,0.007462686567164179
2,1,0.007462686567164179
3,1,0.007462686567164179
4,1,0.007462686567164179
5,1,0.007462686567164179
6,1,0.007462686567164179
7,1,0.007462686567164179
8,1,0.007462686567164179
9,2,0.014925373134328358
10,3,0.022388059701492536
11,4,0.029850746268656716
12,4,0.029850746268656716
13,4,0.029850746268656716
14,4,0.029850746268656716
15,4,0.029850746268656716
16,4,0.029850746268656716
17,4,0.029850746268656716
18,5,0.03731343283582089
19,6,0.04477611940298507
20,7,0.05223880597014925
21,8,0.05970149253731343
22,9,0.06716417910447761
23,10,0.07462686567164178
24,11,0.08208955223880597
25,11,0.08208955223880597
26,12,0.08955223880597014
27,13,0.09701492537313433
28,14,0.1044776119402985
29,14,0.1044776119402985
30,14,0.1044776119402985
31,15,0.11194029850746269
32,16,0.11940298507462686
33,16,0.11940298507462686
34,16,0.11940298507462686
35,16,0.11940298507462686
36,17,0.12686567164179105
37,18,0.13432835820895522
38,18,0.13432835820895522
39,19,0.1417910447761194
40,20,0.14925373134328357
41,21,0.15671641791044777
42,21,0.15671641791044777
43,21,0.15671641791044777
44,21,0.15671641791044777
45,22,0.16417910447761194
46,23,0.17164179104477612
47,24,0.1791044776119403
48,25,0.1865671641791045
49,25,0.1865671641791045
50,25,0.1865671641791045
51,25,0.1865671641791045
52,25,0.1865671641791045
53,26,0.19402985074626866
54,26,0.19402985074626866
55,26,0.19402985074626866
56,26,0.19402985074626866
57,27,0.20149253731343283
58,28,0.208955223880597
59,29,0.21641791044776118
60,30,0.22388059701492538
61,30,0.22388059701492538
62,30,0.22388059701492538
63,30,0.22388059701492538
64,31,0.23134328358208955
65,31,0.23134328358208955
66,31,0.23134328358208955
67,31,0.23134328358208955
68,32,0.23880597014925373
69,32,0.23880597014925373
70,32,0.23880597014925373
71,32,0.23880597014925373
72,33,0.2462686567164179
73,34,0.2537313432835821
74,34,0.2537313432835821
75,35,0.26119402985074625
76,35,0.26119402985074625
