step,n_found,recall
1,1,0.007633587786259542
2,1,0.007633587786259542
3,1,0.007633587786259542
4,2,0.015267175572519083
5,2,0.015267175572519083
6,2,0.015267175572519083
7,2,0.015267175572519083
8,2,0.015267175572519083
9,2,0.015267175572519083
10,3,0.022900763358778626
11,3,0.022900763358778626
12,3,0.022900763358778626
13,3,0.022900763358778626
14,3,0.022900763358778626
15,3,0.022900763358778626
16,3,0.022900763358778626
17,3,0.022900763358778626
18,3,0.022900763358778626
19,3,0.022900763358778626
20,3,0.022900763358778626
21,3,0.022900763358778626
22,3,0.022900763358778626
23,3,0.022900763358778626
24,4,0.030534351145038167
25,4,0.030534351145038167
26,4,0.030534351145038167
27,5,0.03816793893129771
28,6,0.04580152671755725
29,7,0.05343511450381679
30,8,0.061068702290076333
31,9,0.06870229007633588
32,10,0.07633587786259542
33,11,0.08396946564885496
34,12,0.0916030534351145
35,12,0.0916030534351145
36,12,0.0916030534351145
37,12,0.0916030534351145
38,12,0.0916030534351145
39,13,0.09923664122137404
40,13,0.09923664122137404
41,14,0.10687022900763359
42,15,0.11450381679389313
43,15,0.11450381679389313
44,15,0.11450381679389313
45,16,0.12213740458015267
46,17,0.1297709923664122
47,18,0.13740458015267176
48,19,0.1450381679389313
49,19,0.1450381679389313
50,19,0.1450381679389313
51,19,0.1450381679389313
52,19,0.1450381679389313
53,19,0.1450381679389313
54,19,0.1450381679389313
55,19,0.1450381679389313
56,20,0.15267175572519084
57,21,0.16030534351145037
58,21,0.16030534351145037
59,21,0.16030534351145037
60,21,0.16030534351145037
61,22,0.16793893129770993
62,23,0.17557251908396945
63,24,0.183206106870229
64,25,0.19083969465648856
65,26,0.1984732824427481
66,27,0.20610687022900764
67,27,0.20610687022900764
68,27,0.20610687022900764
69,27,0.20610687022900764
70,27,0.20610687022900764
71,28,0.21374045801526717
72,29,0.22137404580152673
73,30,0.22900763358778625
74,30,0.22900763358778625
75,31,0.2366412213740458
76,32,0.24427480916030533
77,33,0.25190839694656486
78,34,0.2595419847328244
79,34,0.2595419847328244
80,35,0.26717557251908397
81,35,0.26717557251908397
82,36,0.2748091603053435
83,37,0.2824427480916031
84,37,0.2824427480916031
85,37,0.2824427480916031
86,38,0.2900763358778626
87,39,0.29770992366412213
88,39,0.29770992366412213
89,39,0.29770992366412213
90,40,0.3053435114503817
91,40,0.3053435114503817
92,41,0.31297709923664124
93,42,0.32061068702290074
94,43,0.3282442748091603
95,44,0.33587786259541985
96,44,0.33587786259541985
97,45,0.3435114503816794
98,45,0.3435114503816794
99,46,0.3511450381679389
100,46,0.3511450381679389
101,46,0.3511450381679389
102,47,0.35877862595419846
103,47,0.35877862595419846
104,48,0.366412213740458
105,49,0.37404580152671757
106,49,0.37404580152671757
107,49,0.37404580152671757
108,50,0.3816793893129771
109,50,0.3816793893129771
110,50,0.3816793893129771
111,51,0.3893129770992366
112,51,0.3893129770992366
113,51,0.3893129770992366
114,51,0.3893129770992366
115,52,0.3969465648854962
116,52,0.3969465648854962
117,52,0.3969465648854962
118,52,0.3969465648854962
119,52,0.3969465648854962
120,52,0.3969465648854962
121,53,0.40458015267175573
122,54,0.4122137404580153
123,55,0.4198473282442748
124,56,0.42748091603053434
125,57,0.4351145038167939
126,57,0.4351145038167939
127,57,0.4351145038167939
128,57,0.4351145038167939
129,57,0.4351145038167939
130,58,0.44274809160305345
131,59,0.45038167938931295
132,60,0.4580152671755725
133,61,0.46564885496183206
134,62,0.4732824427480916
135,62,0.4732824427480916
136,62,0.4732824427480916
137,63,0.48091603053435117
138,64,0.48854961832061067
139,65,0.4961832061068702
140,65,0.4961832061068702
141,65,0.4961832061068702
142,66,0.5038167938931297
143,67,0.5114503816793893
144,67,0.5114503816793893
145,68,0.5190839694656488
146,69,0.5267175572519084
147,69,0.5267175572519084
148,70,0.5343511450381679
149,70,0.5343511450381679
150,71,0.5419847328244275
151,71,0.5419847328244275
152,72,0.549618320610687
153,72,0.549618320610687
154,72,0.549618320610687
155,73,0.5572519083969466
156,73,0.5572519083969466
157,73,0.5572519083969466
158,73,0.5572519083969466
159,74,0.5648854961832062
160,74,0.5648854961832062
161,74,0.5648854961832062
162,74,0.5648854961832062
163,75,0.5725190839694656
164,76,0.5801526717557252
165,76,0.5801526717557252
166,76,0.5801526717557252
167,76,0.5801526717557252
168,77,0.5877862595419847
169,77,0.5877862595419847
170,77,0.5877862595419847
171,78,0.5954198473282443
172,78,0.5954198473282443
173,78,0.5954198473282443
174,78,0.5954198473282443
175,78,0.5954198473282443
176,78,0.5954198473282443
177,78,0.5954198473282443
178,78,0.5954198473282443
179,78,0.5954198473282443
180,78,0.5954198473282443
181,78,0.5954198473282443
182,78,0.5954198473282443
183,79,0.6030534351145038
184,80,0.6106870229007634
185,81,0.6183206106870229
186,82,0.6259541984732825
187,83,0.6335877862595419
188,84,0.6412213740458015
189,84,0.6412213740458015
190,84,0.6412213740458015
191,84,0.6412213740458015
192,84,0.6412213740458015
193,84,0.6412213740458015
194,84,0.6412213740458015
195,84,0.6412213740458015
196,84,0.6412213740458015
197,84,0.6412213740458015
198,84,0.6412213740458015
199,84,0.6412213740458015
200,84,0.6412213740458015
201,84,0.6412213740458015
202,84,0.6412213740458015
203,84,0.6412213740458015
204,84,0.6412213740458015
205,84,0.6412213740458015
206,84,0.6412213740458015
207,84,0.6412213740458015
208,84,0.6412213740458015
209,85,0.648854961832061
210,85,0.648854961832061
211,85,0.648854961832061
212,85,0.648854961832061
213,85,0.648854961832061
214,85,0.648854961832061
215,85,0.648854961832061
216,85,0.648854961832061
217,85,0.648854961832061
218,86,0.6564885496183206
219,87,0.6641221374045801
220,87,0.6641221374045801
221,87,0.6641221374045801
222,87,0.6641221374045801
223,87,0.6641221374045801
224,88,0.6717557251908397
225,88,0.6717557251908397
226,88,0.6717557251908397
227,89,0.6793893129770993
228,89,0.6793893129770993
229,89,0.6793893129770993
230,90,0.6870229007633588
231,90,0.6870229007633588
232,90,0.6870229007633588
233,90,0.6870229007633588
234,90,0.6870229007633588
235,91,0.6946564885496184
236,91,0.6946564885496184
237,91,0.6946564885496184
238,91,0.6946564885496184
239,91,0.6946564885496184
240,92,0.7022900763358778
241,92,0.7022900763358778
242,92,0.7022900763358778
243,92,0.7022900763358778
244,93,0.7099236641221374
245,93,0.7099236641221374
246,94,0.7175572519083969
247,94,0.7175572519083969
248,95,0.7251908396946565
249,95,0.7251908396946565
250,96,0.732824427480916
251,97,0.7404580152671756
252,97,0.7404580152671756
253,97,0.7404580152671756
254,97,0.7404580152671756
255,97,0.7404580152671756
256,97,0.7404580152671756
257,97,0.7404580152671756
258,97,0.7404580152671756
259,98,0.7480916030534351
260,98,0.7480916030534351
261,98,0.7480916030534351
262,99,0.7557251908396947
263,99,0.7557251908396947
264,99,0.7557251908396947
265,99,0.7557251908396947
266,99,0.7557251908396947
267,99,0.7557251908396947
268,99,0.7557251908396947
269,99,0.7557251908396947
270,99,0.7557251908396947
271,99,0.7557251908396947
272,99,0.7557251908396947
