step,n_found,recall
1,1,0.007633587786259542
2,1,0.007633587786259542
3,1,0.007633587786259542
4,1,0.007633587786259542
5,1,0.007633587786259542
6,2,0.015267175572519083
7,2,0.015267175572519083
8,2,0.015267175572519083
9,2,0.015267175572519083
10,2,0.015267175572519083
11,2,0.015267175572519083
12,2,0.015267175572519083
13,2,0.015267175572519083
14,3,0.022900763358778626
15,4,0.030534351145038167
16,5,0.03816793893129771
17,6,0.04580152671755725
18,7,0.05343511450381679
19,8,0.061068702290076333
20,9,0.06870229007633588
21,10,0.07633587786259542
22,11,0.08396946564885496
23,11,0.08396946564885496
24,12,0.0916030534351145
25,12,0.0916030534351145
26,13,0.09923664122137404
27,14,0.10687022900763359
28,15,0.11450381679389313
29,16,0.12213740458015267
30,17,0.1297709923664122
31,18,0.13740458015267176
32,19,0.1450381679389313
33,19,0.1450381679389313
34,20,0.15267175572519084
35,21,0.16030534351145037
36,22,0.16793893129770993
37,23,0.17557251908396945
38,23,0.17557251908396945
39,24,0.183206106870229
40,25,0.19083969465648856
41,26,0.1984732824427481
42,26,0.1984732824427481
43,26,0.1984732824427481
44,26,0.1984732824427481
45,26,0.1984732824427481
46,26,0.1984732824427481
47,27,0.20610687022900764
48,28,0.21374045801526717
49,29,0.22137404580152673
50,30,0.22900763358778625
51,31,0.2366412213740458
52,32,0.24427480916030533
53,33,0.25190839694656486
54,33,0.25190839694656486
55,33,0.25190839694656486
56,34,0.2595419847328244
57,35,0.26717557251908397
58,36,0.2748091603053435
59,37,0.2824427480916031
60,37,0.2824427480916031
61,38,0.2900763358778626
62,39,0.29770992366412213
63,39,0.29770992366412213
64,39,0.29770992366412213
65,39,0.29770992366412213
66,39,0.29770992366412213
67,40,0.3053435114503817
68,40,0.3053435114503817
69,40,0.3053435114503817
70,41,0.31297709923664124
71,41,0.31297709923664124
72,41,0.31297709923664124
73,42,0.32061068702290074
74,42,0.32061068702290074
75,43,0.3282442748091603
76,43,0.3282442748091603
77,44,0.33587786259541985
78,44,0.33587786259541985
79,45,0.3435114503816794
80,46,0.3511450381679389
81,46,0.3511450381679389
82,46,0.3511450381679389
83,47,0.35877862595419846
84,47,0.35877862595419846
85,47,0.35877862595419846
86,47,0.35877862595419846
87,47,0.35877862595419846
88,47,0.35877862595419846
89,47,0.35877862595419846
90,47,0.35877862595419846
91,47,0.35877862595419846
92,48,0.366412213740458
93,49,0.37404580152671757
94,49,0.37404580152671757
95,50,0.3816793893129771
96,50,0.3816793893129771
97,51,0.3893129770992366
98,52,0.3969465648854962
99,53,0.40458015267175573
100,54,0.4122137404580153
101,54,0.4122137404580153
102,54,0.4122137404580153
103,55,0.4198473282442748
104,55,0.4198473282442748
105,55,0.4198473282442748
106,56,0.42748091603053434
107,56,0.42748091603053434
108,56,0.42748091603053434
109,56,0.42748091603053434
110,57,0.4351145038167939
111,57,0.4351145038167939
112,57,0.4351145038167939
113,57,0.4351145038167939
114,58,0.44274809160305345
115,58,0.44274809160305345
116,58,0.44274809160305345
117,58,0.44274809160305345
118,58,0.44274809160305345
119,59,0.45038167938931295
120,60,0.4580152671755725
121,60,0.4580152671755725
122,61,0.46564885496183206
123,62,0.4732824427480916
124,63,0.48091603053435117
125,64,0.48854961832061067
126,65,0.4961832061068702
127,65,0.4961832061068702
128,66,0.5038167938931297
129,67,0.5114503816793893
130,68,0.5190839694656488
131,68,0.5190839694656488
132,68,0.5190839694656488
133,68,0.5190839694656488
134,68,0.5190839694656488
135,69,0.5267175572519084
136,70,0.5343511450381679
137,71,0.5419847328244275
138,71,0.5419847328244275
139,71,0.5419847328244275
140,71,0.5419847328244275
141,72,0.549618320610687
142,73,0.5572519083969466
143,73,0.5572519083969466
144,74,0.5648854961832062
145,74,0.5648854961832062
146,75,0.5725190839694656
147,76,0.5801526717557252
148,76,0.5801526717557252
149,77,0.5877862595419847
150,77,0.5877862595419847
151,77,0.5877862595419847
152,78,0.5954198473282443
153,79,0.6030534351145038
154,80,0.6106870229007634
155,81,0.6183206106870229
156,82,0.6259541984732825
157,82,0.6259541984732825
158,82,0.6259541984732825
159,82,0.6259541984732825
160,82,0.6259541984732825
161,83,0.6335877862595419
162,83,0.6335877862595419
163,83,0.6335877862595419
164,84,0.6412213740458015
165,84,0.6412213740458015
166,84,0.6412213740458015
167,84,0.6412213740458015
168,84,0.6412213740458015
169,84,0.6412213740458015
170,84,0.6412213740458015
171,84,0.6412213740458015
172,84,0.6412213740458015
173,84,0.6412213740458015
174,84,0.6412213740458015
175,84,0.6412213740458015
176,84,0.6412213740458015
177,84,0.6412213740458015
178,84,0.6412213740458015
179,84,0.6412213740458015
180,84,0.6412213740458015
181,84,0.6412213740458015
182,84,0.6412213740458015
183,85,0.648854961832061
184,86,0.6564885496183206
185,86,0.6564885496183206
186,86,0.6564885496183206
187,86,0.6564885496183206
188,86,0.6564885496183206
189,86,0.6564885496183206
190,87,0.6641221374045801
191,87,0.6641221374045801
192,87,0.6641221374045801
193,87,0.6641221374045801
194,87,0.6641221374045801
195,87,0.6641221374045801
196,88,0.6717557251908397
197,88,0.6717557251908397
198,88,0.6717557251908397
199,88,0.6717557251908397
200,88,0.6717557251908397
201,88,0.6717557251908397
202,88,0.6717557251908397
203,88,0.6717557251908397
204,88,0.6717557251908397
205,88,0.6717557251908397
206,88,0.6717557251908397
207,88,0.6717557251908397
208,88,0.6717557251908397
209,88,0.6717557251908397
210,89,0.6793893129770993
211,89,0.6793893129770993
212,90,0.6870229007633588
213,90,0.6870229007633588
214,90,0.6870229007633588
215,90,0.6870229007633588
216,90,0.6870229007633588
217,90,0.6870229007633588
218,90,0.6870229007633588
219,91,0.6946564885496184
220,91,0.6946564885496184
221,92,0.7022900763358778
222,92,0.7022900763358778
223,93,0.7099236641221374
224,93,0.7099236641221374
225,93,0.7099236641221374
226,93,0.7099236641221374
227,93,0.7099236641221374
228,94,0.7175572519083969
229,94,0.7175572519083969
230,94,0.7175572519083969
231,95,0.7251908396946565
232,96,0.732824427480916
233,96,0.732824427480916
234,96,0.732824427480916
235,96,0.732824427480916
236,97,0.7404580152671756
237,97,0.7404580152671756
238,97,0.7404580152671756
239,98,0.7480916030534351
240,98,0.7480916030534351
241,98,0.7480916030534351
242,98,0.7480916030534351
243,98,0.7480916030534351
244,98,0.7480916030534351
245,98,0.7480916030534351
246,99,0.7557251908396947
247,99,0.7557251908396947
248,99,0.7557251908396947
249,99,0.7557251908396947
250,99,0.7557251908396947
251,100,0.7633587786259542
252,100,0.7633587786259542
253,100,0.7633587786259542
254,100,0.7633587786259542
255,100,0.7633587786259542
256,100,0.7633587786259542
257,100,0.7633587786259542
258,100,0.7633587786259542
259,101,0.7709923664122137
260,101,0.7709923664122137
261,101,0.7709923664122137
262,101,0.7709923664122137
263,101,0.7709923664122137
264,101,0.7709923664122137
265,101,0.7709923664122137
266,101,0.7709923664122137
267,101,0.7709923664122137
268,101,0.7709923664122137
269,101,0.7709923664122137
270,101,0.7709923664122137
271,101,0.7709923664122137
